drama_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description,kdrama_id,year,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop
Birthcare Center,"['comedy', 'life', 'drama', 'melodrama']","['motherhood', 'childbirth', 'strong female lead', 'older woman/younger man', 'sismance', 'black comedy', 'hardworking female lead', 'career woman', 'independent female lead', 'multiple mains ']",8,2-Nov-20,24-Nov-20,"['monday', 'tuesday']",['tvN'],65.0,8.4,2409.0,477,1601,15+ - Teens 15 or older,"6,263","['Uhm Ji Won', 'Park Ha Sun', 'Choi Ri', 'Jang Hye Jin', 'Yoon Park', 'Im Hwa Young']","['Viki', 'WeTV']",,,,4471f3b86f334396adbc59a8c28d4fda,2020,['Park Soo Won'],['Kim Ji Soo'],South Korea,Drama,8,3900.0,2020-11-02,2020-11-24,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"Oh Hyun Jin  has had a glittering career in her work life. She is the youngest member on the board of executives at the company she works at and is used to acing everything she does. But when she delivers her first child, she is in for a shock. Giving birth was far more difficult than she had expected, and she quickly discovers that although she is a dab hand at all things work-related, she hasn’t got the first clue about how to bring up a baby. After being discharged from hospital, she heads to a birth care center – an exclusive establishment where even A-list stars come to get postpartum care. She is dismayed to realize that she is the oldest mother in the center, and embarrassed to notice that everyone else seems to know what they are doing when it comes to looking after babiesFortunately, the other mothers at the center prove inspirational. Among their number is Cho Eun Jung, aka the Queen Bee – a seemingly perfect mother whom everyone wants to befriend in order to learn childcare secrets. And Choi Hye Sook is the charismatic center manager – a veritable font of knowledge about all things childcare-related.(Source: Viki)",751,1471
Black,"['thriller', 'mystery', 'supernatural']","['ghost-seeing female lead', 'strong male lead', 'badass male lead', 'ghost', 'murder', 'double identity', 'child abuse', 'flashback to past', 'tough male lead', 'interspecies romance ']",18,14-Oct-17,10-Dec-17,"['saturday', 'sunday']",['OCN'],80.0,8.1,19056.0,1206,142,15+ - Teens 15 or older,"45,099","['Song Seung Heon', 'Go Ah Ra', 'Lee El', 'Kim Dong Jun', 'Kim Won Hae', 'Jo Jae Yoon']","['K-DRAMA', 'Netflix']",7.9,"3,933",A man possessed by death. A woman who can see death. The earthly and the afterworld collide dangerously.,fec43fd66fd84e48a147a110126d2ada,2017,"['Kim Hong Seon', 'Go Jae Hyun']",['Choi Ran'],South Korea,Drama,18,4800.0,2017-10-14,2017-12-10,"Saturday, Sunday",OCN,15+ - Teens 15 or older,"Black is about a detective possessed by the Grim Reaper. Ha Ram can see shadows of death. These two struggle to save the lives of people, breaking the rules of heaven.(Source: tvN Asia) ",1823,151
Black Knight,"['action', 'adventure', 'drama', 'sci-fi']","['future', 'miniseries', 'dystopia', 'post apocalyptic', 'adapted from a webtoon ']",6,2022,?,,['Netflix'],,,,32055,3292,15+ - Teens 15 or older,"2,572","['Kim Woo Bin', 'Esom', 'Song Seung Heon', 'Kang Yoo Seok', 'Kim Eui Sung']",['Netflix'],6.5,432,"Black Knight is a love story between a woman who is waiting for the love of her life and a man who is willing to do anything to protect his love. The story spans over two hundred years. Moon Soo Ho is a businessman with a pure heart, but he never shows his true colors to anyone except for Jung Hae Ra, a travel agent who has never traveled abroad. Soo Ho and Hae Ra grew up like siblings in Hae Ra's house, but they got separated later. They meet each other after they grow up and love approaches them as if it were fate. Will their love survive despite all the faltering events?",e27854d516a540a58be30f87b77906f5,2023,,,South Korea,Drama,6,2520.0,"May 12, 2023","May 12, 2023",Friday,Netflix,15+ - Teens 15 or older,"In 2071, toxic air pollution had devastated the world, leaving only 1% of the population alive. People rarely leave their homes without gas masks, and delivery drivers known as knights protect and deliver packages. One legendary knight, Knight 5-8, meets a young refugee named Sa Wol who dreams of becoming a knight. With the help of Seol A, an officer in the Defense Intelligence Command, Knight 5-8 trains and mentors Sa Wol, helping him achieve his dream in a dangerous and harsh world.(Source: CK Warrior at MyDramaList) ~~ Adapted from the webtoon ""Black Knight” (택배기사) by Lee Yoon Kyun (이윤균).",1422,608
Black Knight: The Man Who Guards Me,"['romance', 'drama', 'fantasy', 'melodrama']","[""childhood friends' relationship"", 'seaside setting', 'predjama castle', 'sworn enemy', 'reincarnated lovers', 'healing', 'immortality', 'special power', 'immortal', 'enemies to lovers ']",20,6-Dec-17,8-Feb-18,"['wednesday', 'thursday']",['KBS2'],65.0,7.2,4503.0,5341,854,15+ - Teens 15 or older,"12,141","['Kim Rae Won', 'Shin Se Kyung', 'Seo Ji Hye', 'Jang Mi Hee ', 'Kim Hyun Joon', 'Hwang Jung Min']","['Viki', 'Netflix']",,,,84b0920081804d7498e986b59f651152,2017,['Han Sang Woo'],['Kim In Young'],South Korea,Drama,20,3900.0,2017-12-06,2018-02-08,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"“Black Knight” is a love story between a woman who is waiting for the love of her life and a man who is willing to do anything to protect his love. The story spans over two hundred years. Moon Soo Ho is a businessman with a pure heart, but he never shows his true colors to anyone except for Jung Hae Ra, a travel agent who has never traveled abroad. Soo Ho and Hae Ra grew up like siblings in Hae Ra's house, but they got separated later. They meet each other after they grow up and love approaches them as if it were fate. Will their love survive despite all the faltering events?(Source: Viki)",7413,989
Blessing of the Sea,"['comedy', 'romance', 'melodrama']","[""childhood friends' relationship"", 'workplace setting', 'pianist male lead', 'cheerful female lead', 'competent male lead', 'based on folk story', 'workplace romance', 'nice female lead', 'tetra-chromatic', 'color blindness ']",121,14-Jan-19,12-Jul-19,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['MBC'],35.0,7.2,109.0,73305,7973,15+ - Teens 15 or older,636,"['Lee So Yeon', 'Jae Hee', 'Jo An', 'Kim Hyung Min', 'Ahn Nae Sang', 'Baek Bo Ram']",[],,,,5ca79009d88b461fa6f2eec097d5f86a,2019,"['Kim Yong Min', 'Choi Eun Gyung']",['Choi Yeon Geol'],South Korea,Drama,121,2100.0,2019-01-14,2019-07-12,"Monday, Tuesday, Wednesday, Thursday, Friday",MBC,15+ - Teens 15 or older,"The modern version of the story of Shim Chung Yi, a woman who sees the world in various colors and meets a pianist who sees the world only in black and white and finds out the secret to her lost father.(Source: HanCinema) ",53475,8876
Blind,"['thriller', 'mystery', 'drama']","['hacker supporting character', 'judge male lead', 'team leader supporting character', 'detective fiction', 'detective male lead', 'perfectionist male lead', 'social workers', 'investigation', 'suspense ']",16,,,,"['OCN', 'tvN']",70.0,,,32174,3726,15+ - Teens 15 or older,"2,162","['Ok Taec Yeon', 'Ha Seok Jin', 'Jung Eun Ji', 'Park Ji Bin', 'Jung Eui Wook', 'Baek Seung Hee']",[],,,,2676d76944924114b17a0bcba41e491f,2017,,,South Korea,Drama,7,180.0,2017,2017,,,Not Yet Rated,"This web drama is based on real-life stories submitted by Korean college students, telling all-too-relatable tales of loneliness, friendship, and budding romance. ",99999,99999
Blood,"['action', 'romance', 'medical', 'supernatural']","['interspecies romance', 'genetic manipulation', 'childhood acquaintance', 'smart female lead', 'orphan male lead', 'smart male lead', 'superhuman strength', 'revenge', 'healing power', 'drama ']",20,16-Feb-15,21-Apr-15,"['monday', 'tuesday']",['KBS2'],65.0,7.4,19708.0,4508,148,15+ - Teens 15 or older,"43,830","['Ahn Jae Hyun', 'Gu Hye Seon', 'Ji Jin Hee', 'Jung Hae In', 'Kim Gab Soo', 'Jin Kyung']","['Viki', 'Netflix', 'KBS World']",6.7,838,Set within a hospital. A vampire works as a doctor. A battle between good and evil as well as immortal love takes place.,7bfcc3d58ce647708af55866d8ba4633,2015,"['Lee Jae Hoon', 'Ki Min Soo']",['Park Jae Bum'],South Korea,Drama,20,3900.0,2015-02-16,2015-04-21,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"Park Ji Sang is a doctor specializing in hepato-pancreato-biliary surgery in the best cancer research hospital in the country. He is also a vampire. Despite seeming cold and unfeeling, Ji Sang masks his soft heart and inner pain and yearns for closeness with people. He believes very strongly in the sanctity of human life and suppresses his thirst for blood to treat terminally ill patients and save lives.Among his colleagues is Yoo Ri Ta, a hotshot physician who entered medical school at the age of 17 and is also the niece of the chaebol group chairman who owns the hospital. Ri Ta is highly capable but snooty and prideful, yet Ji Sang finds himself falling for her. He also gets drawn into a conflict between good and evil as he encounters Lee Jae Wook, a two-faced hospital chief who gains everyone's trust with his gentle demeanor, but inwardly harbors a dangerous ambition for power and a talent for cruelty.(Source: Wikipedia)",6410,174
Bloody Heart,"['historical', 'drama', 'political']","['power struggle', 'strong female lead', 'royalty', 'joseon dynasty', 'revenge', 'palace setting', 'queen dowager supporting character', 'concubine female lead', 'king male lead', 'historical fiction ']",16,2-May-22,21-Jun-22,"['monday', 'tuesday']",['KBS2'],70.0,8.2,1737.0,923,1416,15+ - Teens 15 or older,"7,123","['Lee Joon', 'Kang Han Na', 'Jang Hyuk', 'Park Ji Yeon', 'Heo Sung Tae', 'Ha Do Gwon']","['Disney+ Hotstar', 'Disney+']",7.2,219,"Set in the Joseon Dynasty, King Lee Tae and Queen Jeong draw their swords at each other amid political conflict in this bloody romance.",a1a4d8482b544159b2510eb3512c028c,2022,['Yoo Young Eun'],['Park Pil Joo'],South Korea,Drama,16,3960.0,2022-05-02,2022-06-21,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"A fictional historical drama that begins when Lee Tae, the eldest legitimate son of King Sunjong who became king after the rebellion, ascends to the throne of Joseon.Lee Tae’s father deposed the king with the help of Park Gye Won and his father became the king of a new dynasty. After succeeding his father, Lee Tae then became the next king. Lee Tae believes any action is justifiable to achieve his goal. He wants to rule as an absolute monarch, but First Vice-Premier Park Gye Won opposes that idea. Park Gye Won is even more powerful than the king.Meanwhile, Yoo Jung is a daughter of a noble family. Lee Tae thinks of her as his wife. Due to that, her family gets involved in a power struggle in the royal court. (Source: AsianWiki)",1321,1389
Blow Breeze,"['law', 'romance', 'drama', 'melodrama']","[""childhood friends' relationship"", 'secondary couple', 'grandpa-grandson relationship', 'fake identity', 'evil daughter-in-law', 'selfish mother', 'fake daughter', 'family reunion', 'family dispute', 'smart female lead ']",53,27-Aug-16,26-Feb-17,"['saturday', 'sunday']",['MBC'],75.0,7.1,397.0,5524,4155,15+ - Teens 15 or older,"1,824","['Son Ho Jun', 'Im Ji Yeon', 'Han Joo Wan', 'Oh Ji Eun', 'Im Soo Hyang', 'Hwang Bo Ra']",[],7.4,30,"A wealthy, elderly man who was born in North Korea and amassed a $100 million fortune in South Korea knows that his time is short. One day, he coincidentally learns that he had a son that he did not know of. The elderly man desperately tries to track down his son but learns that he died. However, the elderly man soon discovers that his son has a daughter who was also defected from North Korea and is currently living in South Korea. Now, the elderly man is seeking to find her whereabouts so that she can inherit his fortune. The story revolves around the long-lost family members and a South Korean man with a North Korean woman who is able to find love by overcoming their differences.

—MBC",f6e349eeb01d452a945f8ba4d96dd255,2016,['Yoon Jae Moon'],['Kim Sa Kyung'],South Korea,Drama,53,4500.0,2016-08-27,2017-02-26,"Saturday, Sunday",MBC,15+ - Teens 15 or older,"A wealthy, elderly man who was born in North Korea and amassed a $100 million fortune in South Korea knows that his time is short. One day, he coincidentally learns that he had a son that he did not know of. The elderly man desperately tries to track down his son but learns that he died. However, the elderly man soon discovers that his son has a daughter who was also defected from North Korea and is currently living in South Korea. Now, the elderly man is seeking to find her whereabouts so that she can inherit his fortune. The story revolves around the long-lost family members and a South Korean man with a North Korean woman who is able to find love by overcoming their differences.(Source: MBC)",7928,4718
Blue Birthday,"['thriller', 'romance', 'drama', 'fantasy']","['time travel', 'death', 'first love', 'web series', 'mystery', 'suicide', 'secret crush', 'unrequited love', 'love triangle', 'hidden identity ']",16,23-Jul-21,11-Sep-21,"['friday', 'saturday']","['Naver TV Cast', 'Viki']",20.0,8.2,6167.0,854,695,15+ - Teens 15 or older,"14,615","['Yeri', 'Yang Hong Seok', 'Lee Sang Jun', 'Kim Yi Seo', 'Kim Gyeol Yu', 'Park Joo Hyun']","['Viki', 'WeTV']",,,,2806560cb1b94898936fbd4a019969c3,2021,['Park Dhan Hee'],,South Korea,Drama,16,1200.0,2021-07-23,2021-09-11,"Friday, Saturday",Naver TV Cast Viki,15+ - Teens 15 or older,"A fantasy romance drama in which Oh Ha Rin will revisit the past through mysterious photos left by her first love, Ji Seo Jun, who died on her birthday 10 years ago. He had resolved to confess to his childhood friend since elementary school but he ended up taking his own life, much to her shock and horror. He was about to confess to her when he met his sudden death in the photography room.She currently works at an abandoned pet shelter, but on the 10th anniversary of the incident, she comes into possession of some photos that her first love left behind. Ha Rin, whose painful memories were relighted again, decides to burn all the pictures. When she burned the pictures, she suddenly realized she was back to the day the pictures were taken 10 years ago. The camera only has 8 pictures, so Ha Rin only has 8 chances to go back in time.(Source: Soompi, 韩剧TV)",1248,687
Born Again,"['mystery', 'romance', 'fantasy', 'melodrama']","['fated love', 'reincarnation', 'love triangle', 'fate', 'cold man/warm woman', 'character development', 'death', '1980s', 'heart disease', 'second chance ']",32,20-Apr-20,9-Jun-20,"['monday', 'tuesday']",['KBS2'],35.0,7.3,3697.0,4857,834,15+ - Teens 15 or older,"12,537","['Jang Ki Yong', 'Jin Se Yeon', 'Lee Soo Hyuk', 'Jung In Kyum', 'Choi Kwang Il', 'Kim Jung Nan']",['Viki'],,,,dda080cab42244c99e5ae03ae4ea7a9d,2020,['Jin Hyung Wook'],['Jung Soo Mi'],South Korea,Drama,32,2100.0,2020-04-20,2020-06-09,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"Life, death and second chances take center stage in this story about three people whose intertwined destinies travel through space and time with haunting results. It’s the 1980s and Detective Cha Hyung Bin has devoted his life to criminal justice, and his heart to Ha Eun, a bookshop owner suffering from heart disease who keeps her illness a secret. But Cha Hyung Bin isn’t the only one pining after Ha Eun: serial killer Gong Ji Chul has also fallen in love with her. Their lives collide with tragic results, but 30 years later, they’re reincarnated and fate brings them together again. The more time passes, the more their new lives become tangled in the devastating web of history. Will they manage to escape the past, or be forced to come face to face with it?(Source: Viki)",6812,916
Bossam: Steal the Fate,"['historical', 'romance', 'life', 'drama']","['joseon dynasty', 'poor male lead', 'nice male lead', 'riches to rags', 'hidden identity', 'remarriage', 'father-son relationship', 'love triangle', 'kidnapping', 'wrongfully accused ']",20,1-May-21,4-Jul-21,"['saturday', 'sunday']","['MBN', 'Viki']",65.0,7.9,1708.0,1713,1809,15+ - Teens 15 or older,"5,353","['Jung Il Woo', 'Kwon Yu Ri', 'Shin Hyun Soo', 'Kim Tae Woo', 'Lee Jae Yong', 'Ko Dong Ha']",['Viki'],7.6,197,"Bossam was a custom in Joseon period, in which a bachelor, who missed marriage secretly wrapped up a widow in a blanket at night and made her his wife. This custom changes the fate of Ba Woo when he kidnaps a princess by mistake.",2b9c24f833ec4d248d1cd7f22d85bcc2,2021,['Kwon Seok Jang'],"['Kim Ji Soo', 'Park Chul']",South Korea,Drama,20,3900.0,2021-05-01,2021-07-04,"Saturday, Sunday",MBN Viki,15+ - Teens 15 or older,"A story of life and love that touches upon the oppression experienced by women and the impoverished.Ba Woo is a degenerate man who gambles, steals, fights and hides his real identity. To make money, he worked by doing Bossam; a customary remarriage procedure that took place during the Joseon period. At that time, a widow could not remarry, so a single man or a widower would kidnap the widow and marry her. Some of the kidnappings were agreed upon in advance, and others were by force. While performing a Bossam, Ba Woo mistakenly kidnaps Princess Hwa In, the daughter of King Gwanghae and the daughter-in-law of his enemy Lee Yi Cheom. For a secret political agreement, she married the older brother of a man she loved, but, on the day of her wedding, her husband died. She then became a widow...(Source: AsianWiki)",2079,1892
Bravo My Life,"['comedy', 'romance']","['death of a grandmother', 'death of a brother', 'photographer male lead', 'single mother female lead', 'raised by aunt', 'chasing a dream', 'studied abroad', 'adopted male lead', 'positive female lead', 'hit and run ']",120,11-Apr-22,29-Sep-22,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS1'],30.0,7.8,154.0,64293,5860,15+ - Teens 15 or older,"1,079","['Nam Sang Ji', 'Yang Byeong Yeol', 'Lee Shi Kang', 'Cha Min Ji', 'Kim Hee Jung', 'Jo Mi Ryung']",['KBS World'],7.0,11,"A heady drama producer, an assistant director, and an actor who hasn't debuted after seven years in the industry navigate the world of television drama production.",54e1547c7fa14e2fb8cc0ca0ef8ee711,2017,['Jung Hyo'],['Jung Ji Woo'],South Korea,Drama,56,1800.0,2017-10-21,2018-02-03,Saturday,SBS,15+ - Teens 15 or older,"A heady drama producer, an assistant director, and an actor who hasn't debuted after seven years in the industry navigate the world of television drama production.(Source: SBS International) ",5901,7614
